Наименование,Описание,Категория,Цена,Фото
Пельмени с курицей полуфабрикат 500 гр.,,Полуфабрикаты,190 с,https://nambafood.kg/dish_image/125050.png
Вареники с вишней полуфабрикат 500 гр.,,Полуфабрикаты,230 с,https://nambafood.kg/dish_image/125051.png
Вареники с капустой полуфабрикат 500 гр.,,Полуфабрикаты,160 с,https://nambafood.kg/dish_image/125052.png
Вареники с картофелем и грибами полуфабрикат  500 гр.,,Полуфабрикаты,165 с,https://nambafood.kg/dish_image/125053.png
Вареники с творогом полуфабрикат 500 гр.,,Полуфабрикаты,175 с,https://nambafood.kg/dish_image/125054.png
Фрикадельки из говядины полуфабрикат 500 гр.,,Полуфабрикаты,280 с,https://nambafood.kg/dish_image/125055.png
Фрикадельки из курицы полуфабрикат 500 гр.,,Полуфабрикаты,270 с,https://nambafood.kg/dish_image/125057.png
Котлеты из говядины полуфабрикат 500 гр.,,Полуфабрикаты,295 с,https://nambafood.kg/dish_image/125058.png
Котлеты из кролика и курицы полуфабрикат 500 гр.,,Полуфабрикаты,245 с,https://nambafood.kg/dish_image/125059.png
Котлеты из курицы полуфабрикат 500 гр.,,Полуфабрикаты,235 с,https://nambafood.kg/dish_image/125060.png
Coca-Cola 1 л,,Напитки,160 с,https://nambafood.kg/dish_image/142348.png
"Coca-Cola 0,25 л",,Напитки,90 с,https://nambafood.kg/dish_image/142349.png
"Shweppes 0,33 л.",,Напитки,130 с,https://nambafood.kg/dish_image/142350.png
Компот 1 л,,Напитки,220 с,https://nambafood.kg/dish_image/75536.png
Клюквенный морс 1 л,,Напитки,280 с,https://nambafood.kg/dish_image/102357.png
Квас разливной пшеничный,,Напитки,160 с,https://nambafood.kg/dish_image/131323.png
