Наименование,Описание,Категория,Цена,Фото
Фетучини с курицей,300 г,Паста,360 с,https://nambafood.kg/dish_image/97183.png
Равиоли  лососем и розмарином,180 г,Паста,320 с,https://nambafood.kg/dish_image/104550.png
Равиоли с грибами,180 г,Паста,320 с,https://nambafood.kg/dish_image/104561.png
Равиоли с картофелем и рикоттой с куриной грудкой,180 г,Паста,320 с,https://nambafood.kg/dish_image/104551.png
"Паста с цуккини, со шпинатом и вялеными томатами",240 г,Паста,300 с,https://nambafood.kg/dish_image/97156.png
Классический бургер,"400 г. Нежная котлета с говядиной в сочетании сыра чеддер, классическим соусом. С гарниром: ароматные картофельные дольки.",Бургеры,430 с,https://nambafood.kg/dish_image/104549.png
Чикен бургер,"320 г. Вкусная маринованная куриная грудка в панировке с нежными листьями айсберга, с прекрасным сочетанием нашего фирменного соуса чикен. С гарниром: картофель фри.",Бургеры,370 с,https://nambafood.kg/dish_image/104546.png
BBQ Бургер,"400 г. Сочная котлета из говядины с прекрасным сочетанием хрустящего картофеля пая, листа салата и сыра чеддер, заправленных копченым BBQ соусом. С гарниром: ароматные картофельные дольки.",Бургеры,430 с,https://nambafood.kg/dish_image/104541.png
Рис,100 г,Гарниры,190 с,https://nambafood.kg/dish_image/97181.png
Картофель запеченный с розмарином,200 г,Гарниры,190 с,https://nambafood.kg/dish_image/96987.png
Картофель фри,100 г,Гарниры,190 с,https://nambafood.kg/dish_image/97182.png
Картофельные дольки,100 г,Гарниры,190 с,https://nambafood.kg/dish_image/134319.png
Брокколи,150 г,Гарниры,190 с,https://nambafood.kg/dish_image/96985.png
Картофель по-деревенски с чесноком,300 г,Гарниры,190 с,https://nambafood.kg/dish_image/96986.png
Овощи гриль,200 г,Гарниры,190 с,https://nambafood.kg/dish_image/96983.png
Эспрессо,0.03 мл.,Кофе,110 с,https://nambafood.kg/dish_image/97593.png
Двойной эспрессо,0.06 мл.,Кофе,150 с,https://nambafood.kg/dish_image/97594.png
Американо,0.18 мл.,Кофе,140 с,https://nambafood.kg/dish_image/97596.png
Двойной американо,0.35 мл.,Кофе,190 с,https://nambafood.kg/dish_image/97604.png
Flat white,0.17 мл.,Кофе,200 с,https://nambafood.kg/dish_image/97597.png
Капучино,0.17 мл.,Кофе,160 с,https://nambafood.kg/dish_image/97598.png
Двойной капучино,0.35 мл.,Кофе,260 с,https://nambafood.kg/dish_image/97599.png
Латте,0.23 мл.,Кофе,160 с,https://nambafood.kg/dish_image/97600.png
Мокко,0.23 мл.,Кофе,200 с,https://nambafood.kg/dish_image/97602.png
Какао,0.23 мл.,Кофе,150 с,https://nambafood.kg/dish_image/97603.png
Iced американо,0.25 мл.,Ice кофе,150 с,https://nambafood.kg/dish_image/97605.png
Iced американо двойной,0.34 мл.,Ice кофе,200 с,https://nambafood.kg/dish_image/97606.png
Iced капучино,0.25 мл.,Ice кофе,160 с,https://nambafood.kg/dish_image/97607.png
Iced капучино двойной,0.34 мл.,Ice кофе,270 с,https://nambafood.kg/dish_image/97608.png
Iced латте,0.3 мл.,Ice кофе,160 с,https://nambafood.kg/dish_image/97609.png
Iced мокко,0.3 мл.,Ice кофе,190 с,https://nambafood.kg/dish_image/97610.png
Ванильный раф,"0.23 мл. Эспрессо, сливки, ваниль, сахар, молоко.",Рафы,220 с,https://nambafood.kg/dish_image/97611.png
Цитрусовый раф,"0.23 мл. Эспрессо, сливки, цедра апельсина, тростниковый сахар, молоко.",Рафы,220 с,https://nambafood.kg/dish_image/97612.png
Пломбирный раф,"0.23 мл. Эспрессо, сахар, пломбир, молоко.",Рафы,220 с,https://nambafood.kg/dish_image/97613.png
Банановый молочный коктейль,0.3 мл.,Молочные коктейли,280 с,https://nambafood.kg/dish_image/97614.png
Шоколадный молочный коктейль,0.3 мл.,Молочные коктейли,280 с,https://nambafood.kg/dish_image/97616.png
Ванильный молочный коктейль,0.3 мл.,Молочные коктейли,250 с,https://nambafood.kg/dish_image/97617.png
Клубничный молочный коктейль,0.3 мл.,Молочные коктейли,250 с,https://nambafood.kg/dish_image/97619.png
Карамельный молочный коктейль,0.3 мл.,Молочные коктейли,250 с,https://nambafood.kg/dish_image/97618.png
Зеленый смузи,"0.3 мл. Киви, щавель, банан, лайм, лимон, лед, сахарный сироп.",Смузи,300 с,https://nambafood.kg/dish_image/97620.png
Смузи алое-грейпфрут,"0.3 мл. Алое-джем, грейпфрут, лед.",Смузи,300 с,https://nambafood.kg/dish_image/97621.png
Апельсиновый фреш,0.3 мл.,Фреш,300 с,https://nambafood.kg/dish_image/97624.png
Морковный фреш,0.3 мл.,Фреш,200 с,https://nambafood.kg/dish_image/97625.png
Яблочный фреш,0.3 мл.,Фреш,200 с,https://nambafood.kg/dish_image/97626.png
Морковно-яблочный фреш,0.3 мл.,Фреш,200 с,https://nambafood.kg/dish_image/97627.png
Мультифруктовый фреш,"0.3 мл. Апельсин, морковь, яблоко",Фреш,250 с,https://nambafood.kg/dish_image/97628.png
Ice tea black,"0.47 мл. Лимон, чай черный, сахарный сироп, лед.",Холодные напитки,200 с,https://nambafood.kg/dish_image/97631.png
Ice tea black с мятой,"0.47 мл. Лимон, мята, чай черный, сахарный сироп, лед.",Холодные напитки,230 с,https://nambafood.kg/dish_image/97632.png
Ice tea green,"0.47 мл. Лимон, чай зеленый, сахарный сироп, лед.",Холодные напитки,200 с,https://nambafood.kg/dish_image/97633.png
Ice tea green с мятой,"0.47 мл. Лимон, мята, чай зеленый, сахарный сироп, лед.",Холодные напитки,230 с,https://nambafood.kg/dish_image/97634.png
Ice tea фирменный,"0.47 мл. Лимон, мята, черный чай, сахарный сироп, лед, ягодный сироп.",Холодные напитки,230 с,https://nambafood.kg/dish_image/97635.png
Мохито классика,"0.47 мл. Лайм, мята, газированная вода, сахарный сироп, лед.",Холодные напитки,280 с,https://nambafood.kg/dish_image/97636.png
Лимонад классический,"0.47 мл. Лимон, газированная вода, сахарный сироп, лед.",Лимонады,200 с,https://nambafood.kg/dish_image/97639.png
Лимонад базилик-смородина,"0.47 мл. Лимон, базилик, смородина, газированная вода, сахарный сироп, лед.",Лимонады,330 с,https://nambafood.kg/dish_image/97640.png
Лимонад фирменный,"0.47 мл. Лимон, мята, ассорти из ягод, газированная вода, сахарный сироп, лед.",Лимонады,280 с,https://nambafood.kg/dish_image/97641.png
Лимонад цитрусовый,"0.47 мл. Лимон, лайм, апельсин, газированная вода, сахарный сироп, лед.",Лимонады,280 с,https://nambafood.kg/dish_image/97643.png
Лимонад алое-лайм,0.3 мл.,Лимонады,300 с,https://nambafood.kg/dish_image/97645.png
